,Reporter Countries,Partner Countries,Element,Year Code,Value
728816,Lebanon,Cyprus,Import Quantity,2016,1057.0
728890,Lebanon,Czechia,Import Quantity,2016,18210.0
728968,Lebanon,Côte d'Ivoire,Import Quantity,2016,248.0
729127,Lebanon,Denmark,Import Quantity,2016,13992.0
729268,Lebanon,Dominican Republic,Import Quantity,2016,14.0
729319,Lebanon,Ecuador,Import Quantity,2016,971.0
729396,Lebanon,Egypt,Import Quantity,2016,181246.0
729435,Lebanon,El Salvador,Import Quantity,2016,38.0
729525,Lebanon,Estonia,Import Quantity,2016,142.0
729562,Lebanon,Eswatini,Import Quantity,2016,21.0
729627,Lebanon,Ethiopia,Import Quantity,2016,848.0
729707,Lebanon,Finland,Import Quantity,2016,210.0
729786,Lebanon,France,Import Quantity,2016,108643.0
729956,Lebanon,Georgia,Import Quantity,2016,81.0
730028,Lebanon,Germany,Import Quantity,2016,70883.0
730105,Lebanon,Ghana,Import Quantity,2016,2799.0
730182,Lebanon,Greece,Import Quantity,2016,50815.0
730227,Lebanon,Guatemala,Import Quantity,2016,391.0
730369,Lebanon,Guyana,Import Quantity,2016,33.0
730427,Lebanon,Honduras,Import Quantity,2016,887.0
730499,Lebanon,Hungary,Import Quantity,2016,128499.0
730596,Lebanon,India,Import Quantity,2016,27500.0
730673,Lebanon,Indonesia,Import Quantity,2016,5872.0
730741,Lebanon,Iran (Islamic Republic of),Import Quantity,2016,6228.0
730815,Lebanon,Iraq,Import Quantity,2016,4049.0
730887,Lebanon,Ireland,Import Quantity,2016,3038.0
730964,Lebanon,Italy,Import Quantity,2016,54981.0
731007,Lebanon,Jamaica,Import Quantity,2016,4.0
731083,Lebanon,Japan,Import Quantity,2016,419.0
731160,Lebanon,Jordan,Import Quantity,2016,7792.0
731230,Lebanon,Kazakhstan,Import Quantity,2016,396.0
731297,Lebanon,Kenya,Import Quantity,2016,199.0
731377,Lebanon,Kuwait,Import Quantity,2016,532.0
731412,Lebanon,Kyrgyzstan,Import Quantity,2016,19.0
731452,Lebanon,Latvia,Import Quantity,2016,1720.0
731556,Lebanon,Liberia,Import Quantity,2016,19.0
731655,Lebanon,Lithuania,Import Quantity,2016,620.0
731708,Lebanon,Luxembourg,Import Quantity,2016,411.0
731749,Lebanon,Madagascar,Import Quantity,2016,109.0
731804,Lebanon,Malawi,Import Quantity,2016,374.0
731868,Lebanon,Malaysia,Import Quantity,2016,19675.0
732039,Lebanon,Malta,Import Quantity,2016,261.0
732144,Lebanon,Mauritius,Import Quantity,2016,59.0
732219,Lebanon,Mexico,Import Quantity,2016,4402.0
732345,Lebanon,Morocco,Import Quantity,2016,6633.0
732415,Lebanon,Mozambique,Import Quantity,2016,831.0
732444,Lebanon,Myanmar,Import Quantity,2016,1126.0
732556,Lebanon,Netherlands,Import Quantity,2016,53057.0
732665,Lebanon,New Zealand,Import Quantity,2016,1386.0
732700,Lebanon,Nicaragua,Import Quantity,2016,3.0
732813,Lebanon,Nigeria,Import Quantity,2016,514.0
732847,Lebanon,North Macedonia,Import Quantity,2016,34.0
732915,Lebanon,Norway,Import Quantity,2016,3.0
732991,Lebanon,Oman,Import Quantity,2016,1568.0
733064,Lebanon,Pakistan,Import Quantity,2016,1796.0
733087,Lebanon,Palestine,Import Quantity,2016,12.0
733214,Lebanon,Paraguay,Import Quantity,2016,15286.0
733255,Lebanon,Peru,Import Quantity,2016,1334.0
733321,Lebanon,Philippines,Import Quantity,2016,2839.0
733397,Lebanon,Poland,Import Quantity,2016,31642.0
733466,Lebanon,Portugal,Import Quantity,2016,1067.0
733543,Lebanon,Qatar,Import Quantity,2016,7.0
733596,Lebanon,Republic of Korea,Import Quantity,2016,481.0
733654,Lebanon,Republic of Moldova,Import Quantity,2016,58095.0
733730,Lebanon,Romania,Import Quantity,2016,152935.0
733807,Lebanon,Russian Federation,Import Quantity,2016,553721.0
733844,Lebanon,"Saint Helena, Ascension and Tristan da Cunha",Import Quantity,2016,1.0
734000,Lebanon,Saudi Arabia,Import Quantity,2016,49455.0
734075,Lebanon,Senegal,Import Quantity,2016,2.0
734115,Lebanon,Serbia,Import Quantity,2016,5085.0
734234,Lebanon,Sierra Leone,Import Quantity,2016,927.0
734299,Lebanon,Singapore,Import Quantity,2016,2050.0
734353,Lebanon,Slovakia,Import Quantity,2016,660.0
734405,Lebanon,Slovenia,Import Quantity,2016,4480.0
734448,Lebanon,Somalia,Import Quantity,2016,151.0
734523,Lebanon,South Africa,Import Quantity,2016,1523.0
734600,Lebanon,Spain,Import Quantity,2016,151299.0
734654,Lebanon,Sri Lanka,Import Quantity,2016,4155.0
734686,Lebanon,Sudan,Import Quantity,2016,24036.0
734854,Lebanon,Sweden,Import Quantity,2016,3692.0
734931,Lebanon,Switzerland,Import Quantity,2016,2323.0
735008,Lebanon,Syrian Arab Republic,Import Quantity,2016,62531.0
735079,Lebanon,Thailand,Import Quantity,2016,29853.0
735145,Lebanon,Togo,Import Quantity,2016,19.0
735187,Lebanon,Trinidad and Tobago,Import Quantity,2016,5.0
735258,Lebanon,Tunisia,Import Quantity,2016,4299.0
735335,Lebanon,Turkey,Import Quantity,2016,116974.0
735422,Lebanon,Uganda,Import Quantity,2016,10.0
735493,Lebanon,Ukraine,Import Quantity,2016,582606.0
735571,Lebanon,United Arab Emirates,Import Quantity,2016,16027.0
735651,Lebanon,United Kingdom,Import Quantity,2016,16814.0
735727,Lebanon,United Republic of Tanzania,Import Quantity,2016,9.0
735805,Lebanon,United States of America,Import Quantity,2016,51929.0
735882,Lebanon,Unspecified Area,Import Quantity,2016,20245.0
735951,Lebanon,Uruguay,Import Quantity,2016,8034.0
735987,Lebanon,Uzbekistan,Import Quantity,2016,48.0
736062,Lebanon,Venezuela (Bolivarian Republic of),Import Quantity,2016,332.0
736119,Lebanon,Viet Nam,Import Quantity,2016,6582.0
736202,Lebanon,Yemen,Import Quantity,2016,465.0
736327,Lebanon,Zimbabwe,Import Quantity,2016,398.0
736354,Libya,Algeria,Import Quantity,2016,7.0
736446,Libya,Brazil,Import Quantity,2016,356.0
736761,Libya,Greece,Import Quantity,2016,4671.0
736818,Libya,India,Import Quantity,2016,6766.0
736882,Libya,Italy,Import Quantity,2016,618.0
736919,Libya,Jordan,Import Quantity,2016,55.0
737092,Libya,Pakistan,Import Quantity,2016,1424.0
737130,Libya,Portugal,Import Quantity,2016,600.0
737182,Libya,Russian Federation,Import Quantity,2016,6000.0
737242,Libya,Spain,Import Quantity,2016,1688.0
737342,Libya,Thailand,Import Quantity,2016,1585.0
737369,Libya,Tunisia,Import Quantity,2016,1532.0
737391,Libya,Turkey,Import Quantity,2016,6599.0
737434,Libya,United Arab Emirates,Import Quantity,2016,9555.0
737476,Libya,United States of America,Import Quantity,2016,92652.0
737616,Lithuania,Albania,Import Quantity,2016,1244.0
737726,Lithuania,Argentina,Import Quantity,2016,33300.0
737806,Lithuania,Armenia,Import Quantity,2016,349.0
737888,Lithuania,Australia,Import Quantity,2016,124.0
737976,Lithuania,Austria,Import Quantity,2016,10684.0
738064,Lithuania,Azerbaijan,Import Quantity,2016,181.0
738180,Lithuania,Bangladesh,Import Quantity,2016,99.0
738268,Lithuania,Belarus,Import Quantity,2016,120545.0
738338,Lithuania,Belgium,Import Quantity,2016,60814.0
738449,Lithuania,Bolivia (Plurinational State of),Import Quantity,2016,132.0
738502,Lithuania,Bosnia and Herzegovina,Import Quantity,2016,137.0
738565,Lithuania,Brazil,Import Quantity,2016,3599.0
738663,Lithuania,Bulgaria,Import Quantity,2016,8192.0
738726,Lithuania,Cambodia,Import Quantity,2016,4035.0
738831,Lithuania,Canada,Import Quantity,2016,549.0
738908,Lithuania,Chile,Import Quantity,2016,4271.0
738974,Lithuania,"China, Hong Kong SAR",Import Quantity,2016,13.0
739035,Lithuania,"China, Taiwan Province of",Import Quantity,2016,2633.0
739110,Lithuania,"China, mainland",Import Quantity,2016,8475.0
739164,Lithuania,Colombia,Import Quantity,2016,740.0
739254,Lithuania,Costa Rica,Import Quantity,2016,19034.0
739339,Lithuania,Croatia,Import Quantity,2016,1155.0
739460,Lithuania,Cyprus,Import Quantity,2016,732.0
739542,Lithuania,Czechia,Import Quantity,2016,82485.0
739602,Lithuania,Côte d'Ivoire,Import Quantity,2016,60.0
739707,Lithuania,Denmark,Import Quantity,2016,60213.0
739784,Lithuania,Dominican Republic,Import Quantity,2016,20.0
739835,Lithuania,Ecuador,Import Quantity,2016,8543.0
739908,Lithuania,Egypt,Import Quantity,2016,9205.0
739942,Lithuania,El Salvador,Import Quantity,2016,11.0
740019,Lithuania,Estonia,Import Quantity,2016,233981.0
740081,Lithuania,Ethiopia,Import Quantity,2016,455.0
740184,Lithuania,Finland,Import Quantity,2016,44807.0
740272,Lithuania,France,Import Quantity,2016,52210.0
740422,Lithuania,Georgia,Import Quantity,2016,19807.0
740510,Lithuania,Germany,Import Quantity,2016,149728.0
740651,Lithuania,Greece,Import Quantity,2016,19986.0
740757,Lithuania,Guinea,Import Quantity,2016,8.0
740904,Lithuania,Hungary,Import Quantity,2016,38887.0
740982,Lithuania,Iceland,Import Quantity,2016,91.0
741062,Lithuania,India,Import Quantity,2016,8610.0
741136,Lithuania,Indonesia,Import Quantity,2016,4814.0
741199,Lithuania,Iran (Islamic Republic of),Import Quantity,2016,963.0
741301,Lithuania,Ireland,Import Quantity,2016,3633.0
741382,Lithuania,Israel,Import Quantity,2016,549.0
741468,Lithuania,Italy,Import Quantity,2016,74647.0
741553,Lithuania,Japan,Import Quantity,2016,3.0
741600,Lithuania,Jordan,Import Quantity,2016,34.0
741679,Lithuania,Kazakhstan,Import Quantity,2016,133.0
741820,Lithuania,Kyrgyzstan,Import Quantity,2016,101.0
741911,Lithuania,Latvia,Import Quantity,2016,592763.0
741976,Lithuania,Lebanon,Import Quantity,2016,69.0
742093,Lithuania,Luxembourg,Import Quantity,2016,123.0
742168,Lithuania,Malawi,Import Quantity,2016,1836.0
742233,Lithuania,Malaysia,Import Quantity,2016,921.0
742318,Lithuania,Malta,Import Quantity,2016,11.0
742452,Lithuania,Mexico,Import Quantity,2016,791.0
742566,Lithuania,Morocco,Import Quantity,2016,5599.0
742619,Lithuania,Mozambique,Import Quantity,2016,2106.0
742654,Lithuania,Myanmar,Import Quantity,2016,2675.0
742683,Lithuania,Namibia,Import Quantity,2016,78.0
742787,Lithuania,Netherlands,Import Quantity,2016,387412.0
742855,Lithuania,New Zealand,Import Quantity,2016,2652.0
743017,Lithuania,North Macedonia,Import Quantity,2016,2263.0
743098,Lithuania,Norway,Import Quantity,2016,629.0
743194,Lithuania,Pakistan,Import Quantity,2016,1654.0
743348,Lithuania,Peru,Import Quantity,2016,517.0
743422,Lithuania,Philippines,Import Quantity,2016,325.0
743506,Lithuania,Poland,Import Quantity,2016,528397.0
743587,Lithuania,Portugal,Import Quantity,2016,28539.0
743674,Lithuania,Republic of Korea,Import Quantity,2016,796.0
743758,Lithuania,Republic of Moldova,Import Quantity,2016,4769.0
743840,Lithuania,Romania,Import Quantity,2016,878.0
743924,Lithuania,Russian Federation,Import Quantity,2016,161194.0
744027,Lithuania,Saudi Arabia,Import Quantity,2016,261.0
744103,Lithuania,Serbia,Import Quantity,2016,105.0
744208,Lithuania,Singapore,Import Quantity,2016,25.0
744289,Lithuania,Slovakia,Import Quantity,2016,7149.0
744367,Lithuania,Slovenia,Import Quantity,2016,402.0
744446,Lithuania,South Africa,Import Quantity,2016,3331.0
744532,Lithuania,Spain,Import Quantity,2016,119167.0
744590,Lithuania,Sri Lanka,Import Quantity,2016,457.0
744617,Lithuania,Sudan,Import Quantity,2016,15.0
744713,Lithuania,Sweden,Import Quantity,2016,35508.0
744800,Lithuania,Switzerland,Import Quantity,2016,202.0
744988,Lithuania,Thailand,Import Quantity,2016,2885.0
745068,Lithuania,Tunisia,Import Quantity,2016,7.0
745138,Lithuania,Turkey,Import Quantity,2016,12721.0
745208,Lithuania,Turkmenistan,Import Quantity,2016,39.0
745257,Lithuania,Uganda,Import Quantity,2016,140.0
745333,Lithuania,Ukraine,Import Quantity,2016,143633.0
745401,Lithuania,United Arab Emirates,Import Quantity,2016,68.0
745481,Lithuania,United Kingdom,Import Quantity,2016,17998.0
745542,Lithuania,United Republic of Tanzania,Import Quantity,2016,1363.0
745625,Lithuania,United States of America,Import Quantity,2016,3653.0
745717,Lithuania,Uruguay,Import Quantity,2016,2.0
745801,Lithuania,Uzbekistan,Import Quantity,2016,273.0
745848,Lithuania,Venezuela (Bolivarian Republic of),Import Quantity,2016,15.0
745917,Lithuania,Viet Nam,Import Quantity,2016,3908.0
746007,Lithuania,Zimbabwe,Import Quantity,2016,220.0
746135,Luxembourg,Argentina,Import Quantity,2016,976.0
746165,Luxembourg,Armenia,Import Quantity,2016,58.0
746217,Luxembourg,Australia,Import Quantity,2016,126.0
746285,Luxembourg,Austria,Import Quantity,2016,2999.0
746439,Luxembourg,Belgium,Import Quantity,2016,603102.0
746518,Luxembourg,Bosnia and Herzegovina,Import Quantity,2016,5.0
746572,Luxembourg,Brazil,Import Quantity,2016,701.0
746639,Luxembourg,Bulgaria,Import Quantity,2016,16.0
746666,Luxembourg,Burkina Faso,Import Quantity,2016,104.0
746733,Luxembourg,Cameroon,Import Quantity,2016,3441.0
746791,Luxembourg,Canada,Import Quantity,2016,3131.0
746867,Luxembourg,Chile,Import Quantity,2016,18.0
747062,Luxembourg,"China, mainland",Import Quantity,2016,105.0
747108,Luxembourg,Colombia,Import Quantity,2016,51.0
747192,Luxembourg,Croatia,Import Quantity,2016,5.0
747315,Luxembourg,Czechia,Import Quantity,2016,3690.0
747358,Luxembourg,Côte d'Ivoire,Import Quantity,2016,19973.0
747457,Luxembourg,Denmark,Import Quantity,2016,730.0
747587,Luxembourg,Egypt,Import Quantity,2016,1.0
747638,Luxembourg,Estonia,Import Quantity,2016,7.0
747716,Luxembourg,Finland,Import Quantity,2016,26.0
747784,Luxembourg,France,Import Quantity,2016,246909.0
747852,Luxembourg,Georgia,Import Quantity,2016,11.0
747908,Luxembourg,Germany,Import Quantity,2016,527520.0
747972,Luxembourg,Ghana,Import Quantity,2016,1060.0
748040,Luxembourg,Greece,Import Quantity,2016,894.0
748170,Luxembourg,Hungary,Import Quantity,2016,153.0
748298,Luxembourg,India,Import Quantity,2016,1.0
748448,Luxembourg,Ireland,Import Quantity,2016,459.0
748513,Luxembourg,Israel,Import Quantity,2016,1.0
748580,Luxembourg,Italy,Import Quantity,2016,24150.0
748692,Luxembourg,Jordan,Import Quantity,2016,173.0
748761,Luxembourg,Kenya,Import Quantity,2016,14.0
748878,Luxembourg,Lebanon,Import Quantity,2016,1.0
748940,Luxembourg,Lithuania,Import Quantity,2016,47.0
749031,Luxembourg,Mali,Import Quantity,2016,3.0
749139,Luxembourg,Mexico,Import Quantity,2016,1020.0
749214,Luxembourg,Morocco,Import Quantity,2016,28.0
749298,Luxembourg,Netherlands,Import Quantity,2016,64421.0
749548,Luxembourg,Norway,Import Quantity,2016,2.0
749652,Luxembourg,Peru,Import Quantity,2016,1.0
749751,Luxembourg,Poland,Import Quantity,2016,2961.0
749819,Luxembourg,Portugal,Import Quantity,2016,16463.0
749989,Luxembourg,Romania,Import Quantity,2016,97.0
750052,Luxembourg,Russian Federation,Import Quantity,2016,1187.0
750324,Luxembourg,Slovakia,Import Quantity,2016,328.0
750380,Luxembourg,Slovenia,Import Quantity,2016,202.0
750442,Luxembourg,South Africa,Import Quantity,2016,204.0
750510,Luxembourg,Spain,Import Quantity,2016,7049.0
750603,Luxembourg,Sweden,Import Quantity,2016,85.0
750671,Luxembourg,Switzerland,Import Quantity,2016,1159.0
750747,Luxembourg,Thailand,Import Quantity,2016,9.0
750814,Luxembourg,Tunisia,Import Quantity,2016,9.0
750871,Luxembourg,Turkey,Import Quantity,2016,1.0
750935,Luxembourg,Ukraine,Import Quantity,2016,5.0
750993,Luxembourg,United Arab Emirates,Import Quantity,2016,16.0
751057,Luxembourg,United Kingdom,Import Quantity,2016,7615.0
751135,Luxembourg,United States of America,Import Quantity,2016,9070.0
751277,Luxembourg,Venezuela (Bolivarian Republic of),Import Quantity,2016,16.0
751420,Madagascar,Algeria,Import Quantity,2016,2.0
751522,Madagascar,Argentina,Import Quantity,2016,37889.0
751618,Madagascar,Australia,Import Quantity,2016,1031.0
751701,Madagascar,Austria,Import Quantity,2016,4.0
751791,Madagascar,Bangladesh,Import Quantity,2016,329.0
751871,Madagascar,Belgium,Import Quantity,2016,14183.0
752009,Madagascar,Brazil,Import Quantity,2016,67188.0
752271,Madagascar,Canada,Import Quantity,2016,31.0
752338,Madagascar,Chile,Import Quantity,2016,39.0
752424,Madagascar,"China, Hong Kong SAR",Import Quantity,2016,4.0
752537,Madagascar,"China, Taiwan Province of",Import Quantity,2016,111.0
752635,Madagascar,"China, mainland",Import Quantity,2016,6301.0
752694,Madagascar,Colombia,Import Quantity,2016,139.0
752857,Madagascar,Costa Rica,Import Quantity,2016,3.0
752893,Madagascar,Croatia,Import Quantity,2016,3.0
752948,Madagascar,Cyprus,Import Quantity,2016,91.0
752997,Madagascar,Czechia,Import Quantity,2016,7.0
753179,Madagascar,Denmark,Import Quantity,2016,382.0
753293,Madagascar,Ecuador,Import Quantity,2016,2.0
753371,Madagascar,Egypt,Import Quantity,2016,86992.0
753407,Madagascar,Estonia,Import Quantity,2016,21.0
753437,Madagascar,Eswatini,Import Quantity,2016,2.0
753473,Madagascar,Ethiopia,Import Quantity,2016,1.0
753593,Madagascar,France,Import Quantity,2016,21517.0
753743,Madagascar,Germany,Import Quantity,2016,2151.0
753782,Madagascar,Ghana,Import Quantity,2016,8.0
753864,Madagascar,Greece,Import Quantity,2016,34.0
754020,Madagascar,Hungary,Import Quantity,2016,4.0
754124,Madagascar,India,Import Quantity,2016,125157.0
754216,Madagascar,Indonesia,Import Quantity,2016,35037.0
754285,Madagascar,Iran (Islamic Republic of),Import Quantity,2016,28.0
754358,Madagascar,Ireland,Import Quantity,2016,110.0
754439,Madagascar,Israel,Import Quantity,2016,78.0
754532,Madagascar,Italy,Import Quantity,2016,1495.0
754647,Madagascar,Japan,Import Quantity,2016,2.0
754771,Madagascar,Kenya,Import Quantity,2016,98.0
754839,Madagascar,Lao People's Democratic Republic,Import Quantity,2016,96.0
754855,Madagascar,Latvia,Import Quantity,2016,500.0
754939,Madagascar,Lithuania,Import Quantity,2016,18.0
755023,Madagascar,Malawi,Import Quantity,2016,89.0
755100,Madagascar,Malaysia,Import Quantity,2016,63392.0
755135,Madagascar,Mali,Import Quantity,2016,253.0
755163,Madagascar,Malta,Import Quantity,2016,118.0
755261,Madagascar,Mauritius,Import Quantity,2016,23541.0
755381,Madagascar,Mexico,Import Quantity,2016,3.0
755476,Madagascar,Morocco,Import Quantity,2016,35.0
755538,Madagascar,Mozambique,Import Quantity,2016,137.0
755561,Madagascar,Myanmar,Import Quantity,2016,1300.0
755681,Madagascar,Netherlands,Import Quantity,2016,1179.0
755808,Madagascar,New Zealand,Import Quantity,2016,770.0
756051,Madagascar,Pakistan,Import Quantity,2016,121263.0
756106,Madagascar,Papua New Guinea,Import Quantity,2016,1.0
756125,Madagascar,Paraguay,Import Quantity,2016,2.0
756185,Madagascar,Peru,Import Quantity,2016,2.0
756251,Madagascar,Philippines,Import Quantity,2016,97.0
756336,Madagascar,Poland,Import Quantity,2016,206.0
756426,Madagascar,Portugal,Import Quantity,2016,15.0
756463,Madagascar,Qatar,Import Quantity,2016,11.0
756521,Madagascar,Republic of Korea,Import Quantity,2016,541.0
756576,Madagascar,Romania,Import Quantity,2016,94.0
756635,Madagascar,Russian Federation,Import Quantity,2016,89.0
756768,Madagascar,Saudi Arabia,Import Quantity,2016,2.0
756833,Madagascar,Serbia,Import Quantity,2016,5.0
756898,Madagascar,Seychelles,Import Quantity,2016,23.0
756989,Madagascar,Singapore,Import Quantity,2016,408.0
757047,Madagascar,Slovenia,Import Quantity,2016,116.0
757140,Madagascar,South Africa,Import Quantity,2016,19075.0
757240,Madagascar,Spain,Import Quantity,2016,2346.0
757308,Madagascar,Sri Lanka,Import Quantity,2016,1.0
757455,Madagascar,Sweden,Import Quantity,2016,82.0
757548,Madagascar,Switzerland,Import Quantity,2016,57.0
757670,Madagascar,Thailand,Import Quantity,2016,16003.0
757773,Madagascar,Tunisia,Import Quantity,2016,1282.0
757855,Madagascar,Turkey,Import Quantity,2016,98242.0
757953,Madagascar,Ukraine,Import Quantity,2016,1421.0
758032,Madagascar,United Arab Emirates,Import Quantity,2016,14469.0
758127,Madagascar,United Kingdom,Import Quantity,2016,293.0
758188,Madagascar,United Republic of Tanzania,Import Quantity,2016,211.0
758284,Madagascar,United States of America,Import Quantity,2016,19261.0
758374,Madagascar,Unspecified Area,Import Quantity,2016,7763.0
758415,Madagascar,Uruguay,Import Quantity,2016,24.0
758486,Madagascar,Viet Nam,Import Quantity,2016,1866.0
758559,Madagascar,Zambia,Import Quantity,2016,194.0
758604,Madagascar,Zimbabwe,Import Quantity,2016,394.0
759518,Malawi,"China, mainland",Import Quantity,2016,6585.0
760499,Malawi,India,Import Quantity,2016,154.0
761788,Malawi,Pakistan,Import Quantity,2016,4.0
762460,Malawi,South Africa,Import Quantity,2016,231.0
763126,Malawi,United Republic of Tanzania,Import Quantity,2016,918.0
763518,Malaysia,Afghanistan,Import Quantity,2016,70.0
763586,Malaysia,Albania,Import Quantity,2016,1186.0
763672,Malaysia,Algeria,Import Quantity,2016,156.0
763736,Malaysia,American Samoa,Import Quantity,2016,38.0
763998,Malaysia,Argentina,Import Quantity,2016,3348242.0
764078,Malaysia,Armenia,Import Quantity,2016,4.0
764202,Malaysia,Australia,Import Quantity,2016,1643723.0
764322,Malaysia,Austria,Import Quantity,2016,3610.0
764395,Malaysia,Azerbaijan,Import Quantity,2016,84.0
764454,Malaysia,Bahamas,Import Quantity,2016,5.0
764557,Malaysia,Bahrain,Import Quantity,2016,23.0
764672,Malaysia,Bangladesh,Import Quantity,2016,47277.0
764751,Malaysia,Barbados,Import Quantity,2016,1.0
764847,Malaysia,Belgium,Import Quantity,2016,42680.0
765228,Malaysia,Bolivia (Plurinational State of),Import Quantity,2016,218.0
765412,Malaysia,Brazil,Import Quantity,2016,3109360.0
765480,Malaysia,British Virgin Islands,Import Quantity,2016,6.0
765582,Malaysia,Brunei Darussalam,Import Quantity,2016,229.0
765702,Malaysia,Bulgaria,Import Quantity,2016,1320.0
765775,Malaysia,Burkina Faso,Import Quantity,2016,5663.0
765944,Malaysia,Cambodia,Import Quantity,2016,76276.0
766055,Malaysia,Cameroon,Import Quantity,2016,22645.0
766172,Malaysia,Canada,Import Quantity,2016,434365.0
766398,Malaysia,Chile,Import Quantity,2016,6768.0
766518,Malaysia,"China, Hong Kong SAR",Import Quantity,2016,49882.0
766636,Malaysia,"China, Macao SAR",Import Quantity,2016,11.0
766750,Malaysia,"China, Taiwan Province of",Import Quantity,2016,23872.0
766868,Malaysia,"China, mainland",Import Quantity,2016,1202448.0
767009,Malaysia,Colombia,Import Quantity,2016,5017.0
767087,Malaysia,Comoros,Import Quantity,2016,22.0
767153,Malaysia,Congo,Import Quantity,2016,776.0
767259,Malaysia,Costa Rica,Import Quantity,2016,95.0
767328,Malaysia,Croatia,Import Quantity,2016,436.0
767411,Malaysia,Cuba,Import Quantity,2016,10.0
767525,Malaysia,Cyprus,Import Quantity,2016,1033.0
767615,Malaysia,Czechia,Import Quantity,2016,8058.0
767736,Malaysia,Côte d'Ivoire,Import Quantity,2016,175401.0
767907,Malaysia,Democratic Republic of the Congo,Import Quantity,2016,905.0
768010,Malaysia,Denmark,Import Quantity,2016,28467.0
768111,Malaysia,Djibouti,Import Quantity,2016,116.0
768248,Malaysia,Dominican Republic,Import Quantity,2016,921.0
768347,Malaysia,Ecuador,Import Quantity,2016,19506.0
768460,Malaysia,Egypt,Import Quantity,2016,75275.0
768551,Malaysia,El Salvador,Import Quantity,2016,209.0
768710,Malaysia,Estonia,Import Quantity,2016,7.0
768787,Malaysia,Eswatini,Import Quantity,2016,1.0
768864,Malaysia,Ethiopia,Import Quantity,2016,546.0
768986,Malaysia,Fiji,Import Quantity,2016,3049.0
769099,Malaysia,Finland,Import Quantity,2016,4418.0
769219,Malaysia,France,Import Quantity,2016,91808.0
769442,Malaysia,Georgia,Import Quantity,2016,209.0
769523,Malaysia,Germany,Import Quantity,2016,125840.0
769629,Malaysia,Ghana,Import Quantity,2016,59468.0
769757,Malaysia,Greece,Import Quantity,2016,1262.0
769964,Malaysia,Guatemala,Import Quantity,2016,89538.0
770054,Malaysia,Guinea,Import Quantity,2016,1331.0
770147,Malaysia,Guyana,Import Quantity,2016,10.0
770375,Malaysia,Hungary,Import Quantity,2016,1432.0
770557,Malaysia,India,Import Quantity,2016,783484.0
770677,Malaysia,Indonesia,Import Quantity,2016,1723054.0
770797,Malaysia,Iran (Islamic Republic of),Import Quantity,2016,6932.0
770897,Malaysia,Iraq,Import Quantity,2016,131.0
771003,Malaysia,Ireland,Import Quantity,2016,16199.0
771123,Malaysia,Italy,Import Quantity,2016,24033.0
771239,Malaysia,Jamaica,Import Quantity,2016,283.0
771357,Malaysia,Japan,Import Quantity,2016,70997.0
771470,Malaysia,Jordan,Import Quantity,2016,215.0
771547,Malaysia,Kazakhstan,Import Quantity,2016,102.0
771647,Malaysia,Kenya,Import Quantity,2016,2484.0
771735,Malaysia,Kiribati,Import Quantity,2016,1466.0
771972,Malaysia,Lao People's Democratic Republic,Import Quantity,2016,249.0
772033,Malaysia,Latvia,Import Quantity,2016,1791.0
772129,Malaysia,Lebanon,Import Quantity,2016,984.0
772230,Malaysia,Liberia,Import Quantity,2016,7921.0
772321,Malaysia,Libya,Import Quantity,2016,71.0
772377,Malaysia,Lithuania,Import Quantity,2016,3465.0
772421,Malaysia,Luxembourg,Import Quantity,2016,268.0
772518,Malaysia,Madagascar,Import Quantity,2016,465.0
772628,Malaysia,Malawi,Import Quantity,2016,1505.0
772709,Malaysia,Malaysia,Import Quantity,2016,798.0
772886,Malaysia,Mali,Import Quantity,2016,300.0
772984,Malaysia,Malta,Import Quantity,2016,61.0
773036,Malaysia,Marshall Islands,Import Quantity,2016,863.0
773201,Malaysia,Mauritius,Import Quantity,2016,42.0
773340,Malaysia,Mexico,Import Quantity,2016,2428.0
773487,Malaysia,Mongolia,Import Quantity,2016,1.0
773617,Malaysia,Morocco,Import Quantity,2016,277.0
773728,Malaysia,Mozambique,Import Quantity,2016,1403.0
773842,Malaysia,Myanmar,Import Quantity,2016,67799.0
774081,Malaysia,Nepal,Import Quantity,2016,98.0
774198,Malaysia,Netherlands,Import Quantity,2016,192046.0
774344,Malaysia,New Caledonia,Import Quantity,2016,1.0
774439,Malaysia,New Zealand,Import Quantity,2016,194973.0
774512,Malaysia,Nicaragua,Import Quantity,2016,1.0
774579,Malaysia,Niger,Import Quantity,2016,14.0
774681,Malaysia,Nigeria,Import Quantity,2016,17947.0
774754,Malaysia,North Macedonia,Import Quantity,2016,87.0
774863,Malaysia,Norway,Import Quantity,2016,212.0
774978,Malaysia,Oman,Import Quantity,2016,814.0
775093,Malaysia,Pakistan,Import Quantity,2016,231691.0
775167,Malaysia,Palestine,Import Quantity,2016,52.0
775252,Malaysia,Panama,Import Quantity,2016,353.0
775359,Malaysia,Papua New Guinea,Import Quantity,2016,63124.0
775466,Malaysia,Paraguay,Import Quantity,2016,52761.0
775577,Malaysia,Peru,Import Quantity,2016,3040.0
775690,Malaysia,Philippines,Import Quantity,2016,148815.0
775816,Malaysia,Poland,Import Quantity,2016,14069.0
775935,Malaysia,Portugal,Import Quantity,2016,413.0
776187,Malaysia,Republic of Korea,Import Quantity,2016,40833.0
776263,Malaysia,Republic of Moldova,Import Quantity,2016,44661.0
