,Reporter Countries,Partner Countries,Element,Year Code,Value
1019276,Republic of Korea,Chile,Import Quantity,2016,105493.0
1019396,Republic of Korea,"China, Hong Kong SAR",Import Quantity,2016,9525.0
1019598,Republic of Korea,"China, Taiwan Province of",Import Quantity,2016,39556.0
1019700,Republic of Korea,"China, mainland",Import Quantity,2016,3098488.0
1019818,Republic of Korea,Colombia,Import Quantity,2016,27876.0
1019937,Republic of Korea,Congo,Import Quantity,2016,8.0
1019955,Republic of Korea,Cook Islands,Import Quantity,2016,40.0
1020046,Republic of Korea,Costa Rica,Import Quantity,2016,10948.0
1020128,Republic of Korea,Croatia,Import Quantity,2016,264.0
1020173,Republic of Korea,Cuba,Import Quantity,2016,276.0
1020257,Republic of Korea,Cyprus,Import Quantity,2016,264.0
1020341,Republic of Korea,Czechia,Import Quantity,2016,12671.0
1020458,Republic of Korea,Côte d'Ivoire,Import Quantity,2016,5501.0
1020660,Republic of Korea,Denmark,Import Quantity,2016,47810.0
1020754,Republic of Korea,Djibouti,Import Quantity,2016,328.0
1020898,Republic of Korea,Dominican Republic,Import Quantity,2016,37.0
1021004,Republic of Korea,Ecuador,Import Quantity,2016,26522.0
1021124,Republic of Korea,Egypt,Import Quantity,2016,126442.0
1021230,Republic of Korea,El Salvador,Import Quantity,2016,893.0
1021358,Republic of Korea,Estonia,Import Quantity,2016,175.0
1021450,Republic of Korea,Eswatini,Import Quantity,2016,12.0
1021533,Republic of Korea,Ethiopia,Import Quantity,2016,17275.0
1021645,Republic of Korea,Fiji,Import Quantity,2016,1428.0
1021757,Republic of Korea,Finland,Import Quantity,2016,8919.0
1021877,Republic of Korea,France,Import Quantity,2016,250309.0
1021954,Republic of Korea,French Polynesia,Import Quantity,2016,54.0
1022093,Republic of Korea,Georgia,Import Quantity,2016,70.0
1022178,Republic of Korea,Germany,Import Quantity,2016,206355.0
1022293,Republic of Korea,Ghana,Import Quantity,2016,4838.0
1022417,Republic of Korea,Greece,Import Quantity,2016,5782.0
1022461,Republic of Korea,Grenada,Import Quantity,2016,1.0
1022663,Republic of Korea,Guatemala,Import Quantity,2016,23427.0
1022770,Republic of Korea,Guinea,Import Quantity,2016,12.0
1022973,Republic of Korea,Honduras,Import Quantity,2016,7895.0
1023078,Republic of Korea,Hungary,Import Quantity,2016,26571.0
1023181,Republic of Korea,Iceland,Import Quantity,2016,296.0
1023295,Republic of Korea,India,Import Quantity,2016,453833.0
1023415,Republic of Korea,Indonesia,Import Quantity,2016,1418324.0
1023520,Republic of Korea,Iran (Islamic Republic of),Import Quantity,2016,1184.0
1023689,Republic of Korea,Ireland,Import Quantity,2016,22020.0
1023788,Republic of Korea,Israel,Import Quantity,2016,8377.0
1023901,Republic of Korea,Italy,Import Quantity,2016,91657.0
1024016,Republic of Korea,Jamaica,Import Quantity,2016,21.0
1024133,Republic of Korea,Japan,Import Quantity,2016,136079.0
1024238,Republic of Korea,Jordan,Import Quantity,2016,7.0
1024437,Republic of Korea,Kenya,Import Quantity,2016,2315.0
1024684,Republic of Korea,Kyrgyzstan,Import Quantity,2016,37.0
1024755,Republic of Korea,Lao People's Democratic Republic,Import Quantity,2016,1060.0
1024834,Republic of Korea,Latvia,Import Quantity,2016,451.0
1024921,Republic of Korea,Lebanon,Import Quantity,2016,5.0
1025172,Republic of Korea,Lithuania,Import Quantity,2016,3803.0
1025213,Republic of Korea,Luxembourg,Import Quantity,2016,2.0
1025307,Republic of Korea,Madagascar,Import Quantity,2016,1905.0
1025366,Republic of Korea,Malawi,Import Quantity,2016,5555.0
1025470,Republic of Korea,Malaysia,Import Quantity,2016,807055.0
1025685,Republic of Korea,Malta,Import Quantity,2016,30.0
1025910,Republic of Korea,Mauritius,Import Quantity,2016,403.0
1026021,Republic of Korea,Mexico,Import Quantity,2016,34109.0
1026201,Republic of Korea,Mongolia,Import Quantity,2016,592.0
1026322,Republic of Korea,Morocco,Import Quantity,2016,324.0
1026405,Republic of Korea,Mozambique,Import Quantity,2016,130.0
1026512,Republic of Korea,Myanmar,Import Quantity,2016,26476.0
1026713,Republic of Korea,Nepal,Import Quantity,2016,117.0
1026831,Republic of Korea,Netherlands,Import Quantity,2016,110270.0
1027063,Republic of Korea,New Zealand,Import Quantity,2016,126015.0
1027153,Republic of Korea,Nicaragua,Import Quantity,2016,398.0
1027213,Republic of Korea,Niger,Import Quantity,2016,4.0
1027321,Republic of Korea,Nigeria,Import Quantity,2016,5188.0
1027352,Republic of Korea,Niue,Import Quantity,2016,45.0
1027377,Republic of Korea,North Macedonia,Import Quantity,2016,126.0
1027496,Republic of Korea,Norway,Import Quantity,2016,888.0
1027716,Republic of Korea,Pakistan,Import Quantity,2016,7529.0
1027820,Republic of Korea,Palestine,Import Quantity,2016,46.0
1027915,Republic of Korea,Panama,Import Quantity,2016,232.0
1028034,Republic of Korea,Papua New Guinea,Import Quantity,2016,728.0
1028154,Republic of Korea,Paraguay,Import Quantity,2016,332025.0
1028274,Republic of Korea,Peru,Import Quantity,2016,31196.0
1028394,Republic of Korea,Philippines,Import Quantity,2016,594915.0
1028501,Republic of Korea,Poland,Import Quantity,2016,7056.0
1028616,Republic of Korea,Portugal,Import Quantity,2016,812.0
1028753,Republic of Korea,Qatar,Import Quantity,2016,31.0
1028807,Republic of Korea,Republic of Moldova,Import Quantity,2016,26.0
1028886,Republic of Korea,Romania,Import Quantity,2016,76051.0
1028984,Republic of Korea,Russian Federation,Import Quantity,2016,1144466.0
1029028,Republic of Korea,Rwanda,Import Quantity,2016,222.0
1029174,Republic of Korea,Samoa,Import Quantity,2016,169.0
1029189,Republic of Korea,San Marino,Import Quantity,2016,2.0
1029197,Republic of Korea,Sao Tome and Principe,Import Quantity,2016,1.0
1029289,Republic of Korea,Saudi Arabia,Import Quantity,2016,242.0
1029393,Republic of Korea,Senegal,Import Quantity,2016,1.0
1029433,Republic of Korea,Serbia,Import Quantity,2016,95369.0
1029519,Republic of Korea,Sierra Leone,Import Quantity,2016,1.0
1029617,Republic of Korea,Singapore,Import Quantity,2016,31824.0
1029706,Republic of Korea,Slovakia,Import Quantity,2016,721.0
1029781,Republic of Korea,Slovenia,Import Quantity,2016,25.0
1029995,Republic of Korea,South Africa,Import Quantity,2016,15986.0
1030111,Republic of Korea,Spain,Import Quantity,2016,156109.0
1030231,Republic of Korea,Sri Lanka,Import Quantity,2016,14046.0
1030276,Republic of Korea,Sudan,Import Quantity,2016,2.0
1030550,Republic of Korea,Sweden,Import Quantity,2016,5703.0
1030670,Republic of Korea,Switzerland,Import Quantity,2016,2894.0
1030946,Republic of Korea,Thailand,Import Quantity,2016,990894.0
1031012,Republic of Korea,Timor-Leste,Import Quantity,2016,58.0
1031186,Republic of Korea,Tonga,Import Quantity,2016,1854.0
1031245,Republic of Korea,Trinidad and Tobago,Import Quantity,2016,10.0
1031311,Republic of Korea,Tunisia,Import Quantity,2016,54.0
1031418,Republic of Korea,Turkey,Import Quantity,2016,17870.0
1031507,Republic of Korea,Turkmenistan,Import Quantity,2016,54.0
1031606,Republic of Korea,Uganda,Import Quantity,2016,2559.0
1031700,Republic of Korea,Ukraine,Import Quantity,2016,1426102.0
1031809,Republic of Korea,United Arab Emirates,Import Quantity,2016,2441.0
1031925,Republic of Korea,United Kingdom,Import Quantity,2016,42742.0
1032024,Republic of Korea,United Republic of Tanzania,Import Quantity,2016,7489.0
1032145,Republic of Korea,United States of America,Import Quantity,2016,9347327.0
1032265,Republic of Korea,Unspecified Area,Import Quantity,2016,20.0
1032383,Republic of Korea,Uruguay,Import Quantity,2016,2234.0
1032476,Republic of Korea,Uzbekistan,Import Quantity,2016,174.0
1032653,Republic of Korea,Venezuela (Bolivarian Republic of),Import Quantity,2016,11.0
1032757,Republic of Korea,Viet Nam,Import Quantity,2016,387151.0
1032859,Republic of Korea,Yemen,Import Quantity,2016,30.0
1032928,Republic of Korea,Zambia,Import Quantity,2016,7.0
1032995,Republic of Korea,Zimbabwe,Import Quantity,2016,418.0
1033087,Republic of Moldova,Albania,Import Quantity,2016,201.0
1033169,Republic of Moldova,Argentina,Import Quantity,2016,1227.0
1033314,Republic of Moldova,Australia,Import Quantity,2016,2.0
1033396,Republic of Moldova,Austria,Import Quantity,2016,1487.0
1033480,Republic of Moldova,Azerbaijan,Import Quantity,2016,19.0
1033523,Republic of Moldova,Bahamas,Import Quantity,2016,6.0
1033574,Republic of Moldova,Barbados,Import Quantity,2016,7.0
1033650,Republic of Moldova,Belarus,Import Quantity,2016,57299.0
1033721,Republic of Moldova,Belgium,Import Quantity,2016,4086.0
1033806,Republic of Moldova,Bolivia (Plurinational State of),Import Quantity,2016,23.0
1033855,Republic of Moldova,Bosnia and Herzegovina,Import Quantity,2016,578.0
1033892,Republic of Moldova,Brazil,Import Quantity,2016,1447.0
1034009,Republic of Moldova,Bulgaria,Import Quantity,2016,2038.0
1034052,Republic of Moldova,Cambodia,Import Quantity,2016,57.0
1034127,Republic of Moldova,Canada,Import Quantity,2016,85.0
1034178,Republic of Moldova,Chile,Import Quantity,2016,102.0
1034296,Republic of Moldova,"China, Taiwan Province of",Import Quantity,2016,75.0
1034369,Republic of Moldova,"China, mainland",Import Quantity,2016,2210.0
1034413,Republic of Moldova,Colombia,Import Quantity,2016,394.0
1034488,Republic of Moldova,Costa Rica,Import Quantity,2016,1085.0
1034565,Republic of Moldova,Croatia,Import Quantity,2016,605.0
1034604,Republic of Moldova,Cuba,Import Quantity,2016,3.0
1034686,Republic of Moldova,Cyprus,Import Quantity,2016,112.0
1034769,Republic of Moldova,Czechia,Import Quantity,2016,6273.0
1034829,Republic of Moldova,Côte d'Ivoire,Import Quantity,2016,301.0
1034930,Republic of Moldova,Denmark,Import Quantity,2016,8498.0
1035019,Republic of Moldova,Ecuador,Import Quantity,2016,9862.0
1035096,Republic of Moldova,Egypt,Import Quantity,2016,578.0
1035190,Republic of Moldova,Estonia,Import Quantity,2016,24.0
1035241,Republic of Moldova,Eswatini,Import Quantity,2016,9.0
1035263,Republic of Moldova,Ethiopia,Import Quantity,2016,5.0
1035308,Republic of Moldova,Finland,Import Quantity,2016,201.0
1035395,Republic of Moldova,France,Import Quantity,2016,6177.0
1035492,Republic of Moldova,Georgia,Import Quantity,2016,821.0
1035579,Republic of Moldova,Germany,Import Quantity,2016,21166.0
1035639,Republic of Moldova,Ghana,Import Quantity,2016,409.0
1035725,Republic of Moldova,Greece,Import Quantity,2016,6082.0
1035781,Republic of Moldova,Guatemala,Import Quantity,2016,37.0
1035812,Republic of Moldova,Guyana,Import Quantity,2016,9.0
1035846,Republic of Moldova,Honduras,Import Quantity,2016,22.0
1035926,Republic of Moldova,Hungary,Import Quantity,2016,26210.0
1036034,Republic of Moldova,India,Import Quantity,2016,2990.0
1036088,Republic of Moldova,Indonesia,Import Quantity,2016,351.0
1036160,Republic of Moldova,Iran (Islamic Republic of),Import Quantity,2016,901.0
1036278,Republic of Moldova,Ireland,Import Quantity,2016,226.0
1036367,Republic of Moldova,Israel,Import Quantity,2016,276.0
1036456,Republic of Moldova,Italy,Import Quantity,2016,6350.0
1036493,Republic of Moldova,Jamaica,Import Quantity,2016,28.0
1036557,Republic of Moldova,Japan,Import Quantity,2016,9.0
1036631,Republic of Moldova,Jordan,Import Quantity,2016,1791.0
1036716,Republic of Moldova,Kazakhstan,Import Quantity,2016,1654.0
1036761,Republic of Moldova,Kenya,Import Quantity,2016,7.0
1036844,Republic of Moldova,Kyrgyzstan,Import Quantity,2016,123.0
1036932,Republic of Moldova,Latvia,Import Quantity,2016,343.0
1037015,Republic of Moldova,Lebanon,Import Quantity,2016,615.0
1037144,Republic of Moldova,Lithuania,Import Quantity,2016,1248.0
1037206,Republic of Moldova,Madagascar,Import Quantity,2016,1.0
1037272,Republic of Moldova,Malaysia,Import Quantity,2016,1232.0
1037406,Republic of Moldova,Mexico,Import Quantity,2016,234.0
1037488,Republic of Moldova,Morocco,Import Quantity,2016,21.0
1037650,Republic of Moldova,Netherlands,Import Quantity,2016,3889.0
1037703,Republic of Moldova,New Zealand,Import Quantity,2016,2.0
1037869,Republic of Moldova,North Macedonia,Import Quantity,2016,2240.0
1037933,Republic of Moldova,Norway,Import Quantity,2016,6.0
1037993,Republic of Moldova,Pakistan,Import Quantity,2016,1106.0
1038059,Republic of Moldova,Panama,Import Quantity,2016,28.0
1038094,Republic of Moldova,Paraguay,Import Quantity,2016,1.0
1038114,Republic of Moldova,Peru,Import Quantity,2016,93.0
1038154,Republic of Moldova,Philippines,Import Quantity,2016,8.0
1038237,Republic of Moldova,Poland,Import Quantity,2016,21485.0
1038309,Republic of Moldova,Portugal,Import Quantity,2016,75.0
1038376,Republic of Moldova,Republic of Korea,Import Quantity,2016,6.0
1038461,Republic of Moldova,Romania,Import Quantity,2016,61639.0
1038551,Republic of Moldova,Russian Federation,Import Quantity,2016,37336.0
1038716,Republic of Moldova,Serbia,Import Quantity,2016,455.0
1038823,Republic of Moldova,Singapore,Import Quantity,2016,72.0
1038906,Republic of Moldova,Slovakia,Import Quantity,2016,900.0
1038992,Republic of Moldova,Slovenia,Import Quantity,2016,137.0
1039046,Republic of Moldova,South Africa,Import Quantity,2016,877.0
1039132,Republic of Moldova,Spain,Import Quantity,2016,6337.0
1039178,Republic of Moldova,Sri Lanka,Import Quantity,2016,197.0
1039209,Republic of Moldova,Sudan,Import Quantity,2016,1.0
1039311,Republic of Moldova,Sweden,Import Quantity,2016,928.0
1039399,Republic of Moldova,Switzerland,Import Quantity,2016,236.0
1039481,Republic of Moldova,Syrian Arab Republic,Import Quantity,2016,5.0
1039607,Republic of Moldova,Thailand,Import Quantity,2016,295.0
1039633,Republic of Moldova,Trinidad and Tobago,Import Quantity,2016,24.0
1039659,Republic of Moldova,Tunisia,Import Quantity,2016,14.0
1039740,Republic of Moldova,Turkey,Import Quantity,2016,26683.0
1039924,Republic of Moldova,Ukraine,Import Quantity,2016,202164.0
1039991,Republic of Moldova,United Arab Emirates,Import Quantity,2016,93.0
1040074,Republic of Moldova,United Kingdom,Import Quantity,2016,704.0
1040112,Republic of Moldova,United Republic of Tanzania,Import Quantity,2016,12.0
1040189,Republic of Moldova,United States of America,Import Quantity,2016,1143.0
1040266,Republic of Moldova,Unspecified Area,Import Quantity,2016,2830.0
1040304,Republic of Moldova,Uruguay,Import Quantity,2016,25.0
1040384,Republic of Moldova,Uzbekistan,Import Quantity,2016,272.0
1040470,Republic of Moldova,Viet Nam,Import Quantity,2016,984.0
1040516,Republic of Moldova,Zimbabwe,Import Quantity,2016,9.0
1040628,Romania,Albania,Import Quantity,2016,8861.0
1040861,Romania,Argentina,Import Quantity,2016,122007.0
1041025,Romania,Australia,Import Quantity,2016,439.0
1041133,Romania,Austria,Import Quantity,2016,126354.0
1041369,Romania,Bangladesh,Import Quantity,2016,150.0
1041482,Romania,Belarus,Import Quantity,2016,785.0
1041557,Romania,Belgium,Import Quantity,2016,122229.0
1041701,Romania,Bolivia (Plurinational State of),Import Quantity,2016,26119.0
1041786,Romania,Bosnia and Herzegovina,Import Quantity,2016,189.0
1041880,Romania,Brazil,Import Quantity,2016,343568.0
1042035,Romania,Bulgaria,Import Quantity,2016,1443237.0
1042106,Romania,Burundi,Import Quantity,2016,38.0
1042167,Romania,Cambodia,Import Quantity,2016,5197.0
1042214,Romania,Cameroon,Import Quantity,2016,304.0
1042317,Romania,Canada,Import Quantity,2016,990.0
1042436,Romania,Chile,Import Quantity,2016,139.0
1042525,Romania,"China, Hong Kong SAR",Import Quantity,2016,7.0
1042622,Romania,"China, Taiwan Province of",Import Quantity,2016,602.0
1042721,Romania,"China, mainland",Import Quantity,2016,26348.0
1042801,Romania,Colombia,Import Quantity,2016,4404.0
1042917,Romania,Congo,Import Quantity,2016,115.0
1042973,Romania,Costa Rica,Import Quantity,2016,76.0
1043071,Romania,Croatia,Import Quantity,2016,70651.0
1043144,Romania,Cuba,Import Quantity,2016,54900.0
1043251,Romania,Cyprus,Import Quantity,2016,4219.0
1043328,Romania,Czechia,Import Quantity,2016,142284.0
1043405,Romania,Côte d'Ivoire,Import Quantity,2016,1793.0
1043507,Romania,Democratic Republic of the Congo,Import Quantity,2016,460.0
1043609,Romania,Denmark,Import Quantity,2016,81386.0
1043710,Romania,Dominican Republic,Import Quantity,2016,13.0
1043770,Romania,Ecuador,Import Quantity,2016,1457.0
1043877,Romania,Egypt,Import Quantity,2016,32556.0
1044017,Romania,Estonia,Import Quantity,2016,6418.0
1044054,Romania,Eswatini,Import Quantity,2016,24870.0
1044109,Romania,Ethiopia,Import Quantity,2016,1558.0
1044225,Romania,Finland,Import Quantity,2016,1933.0
1044332,Romania,France,Import Quantity,2016,173224.0
1044384,Romania,Gabon,Import Quantity,2016,295.0
1044477,Romania,Georgia,Import Quantity,2016,82.0
1044570,Romania,Germany,Import Quantity,2016,955581.0
1044643,Romania,Ghana,Import Quantity,2016,45.0
1044756,Romania,Greece,Import Quantity,2016,345837.0
1044837,Romania,Guatemala,Import Quantity,2016,155.0
1044899,Romania,Guinea,Import Quantity,2016,78.0
1045094,Romania,Hungary,Import Quantity,2016,3504654.0
1045164,Romania,Iceland,Import Quantity,2016,3.0
1045260,Romania,India,Import Quantity,2016,7733.0
1045357,Romania,Indonesia,Import Quantity,2016,25500.0
1045453,Romania,Iran (Islamic Republic of),Import Quantity,2016,3456.0
1045618,Romania,Ireland,Import Quantity,2016,5505.0
1045726,Romania,Israel,Import Quantity,2016,3163.0
1045834,Romania,Italy,Import Quantity,2016,277342.0
1045973,Romania,Japan,Import Quantity,2016,12.0
1046079,Romania,Jordan,Import Quantity,2016,304.0
1046159,Romania,Kazakhstan,Import Quantity,2016,44.0
1046228,Romania,Kenya,Import Quantity,2016,629.0
1046344,Romania,Kyrgyzstan,Import Quantity,2016,384.0
1046378,Romania,Lao People's Democratic Republic,Import Quantity,2016,6000.0
1046456,Romania,Latvia,Import Quantity,2016,2408.0
1046555,Romania,Lebanon,Import Quantity,2016,259.0
1046794,Romania,Lithuania,Import Quantity,2016,8335.0
1046861,Romania,Luxembourg,Import Quantity,2016,2058.0
1046921,Romania,Madagascar,Import Quantity,2016,50.0
1046959,Romania,Malawi,Import Quantity,2016,811.0
1047046,Romania,Malaysia,Import Quantity,2016,16120.0
1047157,Romania,Malta,Import Quantity,2016,208.0
1047259,Romania,Mauritius,Import Quantity,2016,992.0
1047324,Romania,Mexico,Import Quantity,2016,1946.0
1047427,Romania,Montenegro,Import Quantity,2016,1.0
1047500,Romania,Morocco,Import Quantity,2016,1.0
1047563,Romania,Mozambique,Import Quantity,2016,36258.0
1047600,Romania,Myanmar,Import Quantity,2016,696.0
1047725,Romania,Netherlands,Import Quantity,2016,404092.0
1047842,Romania,New Zealand,Import Quantity,2016,648.0
1047892,Romania,Nicaragua,Import Quantity,2016,5.0
1047984,Romania,Nigeria,Import Quantity,2016,794.0
1048086,Romania,North Macedonia,Import Quantity,2016,27162.0
1048313,Romania,Pakistan,Import Quantity,2016,1511.0
1048558,Romania,Peru,Import Quantity,2016,114.0
1048651,Romania,Philippines,Import Quantity,2016,484.0
1048756,Romania,Poland,Import Quantity,2016,514148.0
1048858,Romania,Portugal,Import Quantity,2016,2782.0
