,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
150,2008,14,Pacific Rim,53431.53439,50476.09759,50190.20374,54352.61344,54143.199270000005,54784.06382999999,59583.312210000004,58132.279129999995,59329.5706,60968.36025,51469.92547,47080.52451,653941.6844,23240.12754,24521.41492,26903.063110000003,24786.76625,26768.19209,27290.81866,26518.74708,26491.432380000002,24203.72746,24693.895969999998,21270.374209999998,19262.86807,295951.4277
151,2009,14,Pacific Rim,45112.48099,35170.25664,39705.400480000004,39686.78883,39924.89024,42970.89299,45930.04492,45779.705760000004,48888.551,51694.59112,49433.06953,48700.64505,532997.3176,16953.505930000003,17990.95901,20414.33194,18633.534209999998,20055.02053,20420.073480000003,20528.27034,21227.95067,22412.55313,24937.24856,23907.26694,27091.714610000003,254572.4293
152,2010,14,Pacific Rim,45501.930239999994,43152.77083,48030.35995,48817.79704,51737.00879,57819.61418,58152.98828,60986.497989999996,60412.819760000006,61411.257170000004,61333.157999999996,56551.962029999995,653908.1643,24451.53991,24208.82247,27709.41888,24994.035359999998,26057.58732,26074.895080000002,27521.451889999997,26482.619909999998,27224.80358,30184.40567,29611.33796,31876.055289999997,326396.9733
153,2011,14,Pacific Rim,55890.66292,51205.42153,55096.05331,54489.19725,58163.000360000005,60522.48276,62808.15894,65627.75217,63081.38755,66377.5069,64689.635,59669.37233,717620.6309999999,27861.28734,28643.0961,32461.254510000002,30101.52991,29494.19027,29274.29682,30072.619489999997,30303.894710000004,31816.2057,33101.2391,32374.58176,32280.07202,367784.2677
154,2012,14,Pacific Rim,60910.05874,54965.486379999995,60763.06273,61248.47979,63776.00262000001,64107.728879999995,67311.41483,66215.85211,64731.173839999996,69695.31453999999,66898.6337,61583.582270000006,762206.7904,28343.579210000004,30970.977069999997,34352.36018,31117.594360000003,31530.74597,32172.14845,29726.773339999996,30682.011089999996,30946.300519999997,32338.601039999998,32772.96902,34274.2625,379228.3227
155,2013,14,Pacific Rim,64336.37923,57522.556820000005,55287.49605,61877.80706,64843.11794,62891.74975,0.0,0.0,0.0,0.0,0.0,0.0,366759.1068,29344.630910000003,30646.62543,33033.70738,29396.92395,31113.28926,32701.60777,0.0,0.0,0.0,0.0,0.0,0.0,186236.7847
162,2007,15,"World, Not Seasonally Adjusted",150833.0,139793.0,161363.0,156583.0,163323.0,164462.0,166765.0,170766.0,162772.0,182044.0,175663.0,162594.0,1956961.0,85127.84519,83797.2219,99459.16133999999,90877.42626000001,96726.3063,97885.68894,90650.34175,99866.60946,96865.82106,104975.62,101936.2229,100030.4571,1148198.722
163,2008,15,"World, Not Seasonally Adjusted",168350.2004,165069.697,171194.03,182115.0802,182956.2611,190117.055,202614.3919,189874.8975,180188.985,185882.2069,147514.9869,137762.919,2103640.711,98677.0516,104740.0354,110931.6619,109856.6546,112626.9961,116787.3814,114522.2932,116417.7713,106071.9492,111238.6211,97085.41623999999,88486.16477,1287441.997
164,2009,15,"World, Not Seasonally Adjusted",122414.5562,109012.1843,121358.7044,118895.8238,116341.4926,127173.2274,135695.8177,131271.5946,141004.4774,147026.8509,143324.2768,146105.8075,1559624.813,78150.57881,80349.27799999999,87847.9631,80822.45317000001,83651.04999,86829.51161,85634.74823,87315.10033,91458.40522999999,100005.4934,94606.51389,99371.86722999999,1056042.963
165,2010,15,"World, Not Seasonally Adjusted",136725.3725,133898.7725,157728.7826,153165.0308,156153.2009,168323.6313,163909.9878,171004.0984,167120.3429,170320.0585,168989.1709,166518.145,1913856.594,92600.63234,93858.17667,110510.2057,102477.4418,105463.2764,107153.1951,104051.1844,106871.2898,107683.1451,117262.131,113116.9602,117446.8871,1278494.5259999998
166,2011,15,"World, Not Seasonally Adjusted",167048.1432,156315.1036,185977.7489,178293.6593,188953.8008,191582.4877,187264.8268,196346.5658,189569.6625,191860.7899,190322.9416,184519.2829,2208055.0130000003,110186.2583,109538.8791,131723.9118,124046.9797,124065.5812,123046.51800000001,120245.4564,126734.0632,127030.6684,131087.6356,125692.8721,126891.4029,1480290.227
167,2012,15,"World, Not Seasonally Adjusted",183522.0782,171866.3668,197310.1238,189416.7339,198369.9151,191850.7723,192707.206,194768.6286,185487.7542,198614.3931,194430.5482,176975.303,2275319.8230000003,117838.7043,123609.0803,140232.8665,127404.6181,131341.7478,132546.5598,121411.6958,128586.5577,128198.2967,133599.6723,130182.2503,130756.4505,1545708.5
168,2013,15,"World, Not Seasonally Adjusted",185187.1224,170176.5058,181687.0461,190650.5807,196488.4299,184264.7396,0.0,0.0,0.0,0.0,0.0,0.0,1108454.425,123389.9448,123605.8753,136413.8042,129727.6455,133002.5891,134967.5059,0.0,0.0,0.0,0.0,0.0,0.0,781107.3648
175,2007,16,Asia,62788.4165,56777.54516,61129.809089999995,61315.16412,63439.97625,64722.962210000005,68377.66699,68226.60697000001,67386.68559,73715.26327000001,70575.15088,64244.61145,782699.8585,23775.86963,23316.32114,27890.59473,25087.57046,26197.80324,27812.58789,26428.87818,28691.46197,27446.86878,29777.31337,28959.48006,31901.1951,327285.9445
176,2008,16,Asia,66923.22417,64229.765739999995,64257.101989999996,68205.61415,69927.65395,69291.97101000001,78035.76404,75146.02601,73530.31612,76478.99055,61884.9066,57413.94272000001,825325.277,27931.782260000004,28855.7704,31653.59695,29952.56527,31334.47774,32655.975089999996,31783.020669999998,32945.7579,29940.831619999997,30352.3276,26927.07748,24818.05387,359151.2368
177,2009,16,Asia,54326.82732999999,42572.82877,47780.284569999996,47658.24813,48643.71865,52181.92707,55862.89469,55460.995370000004,59646.981029999995,62147.16345,58991.03728,58800.76584,644073.6722,20834.13586,22261.39262,25016.29515,23116.804819999998,24308.29916,24912.72925,25356.00481,25207.42825,27159.970680000002,29468.40505,28221.343569999997,32033.766560000004,307896.5758
178,2010,16,Asia,55834.0049,53178.47628,59843.78582999999,61002.019629999995,63116.651979999995,71412.70746,69828.147,73578.79517,72649.16103999999,73415.78704,73422.1547,68845.93155,796127.6226,28882.25175,29290.713639999998,32439.17617,30053.59827,31227.24478,31527.414380000002,32954.544780000004,31635.213310000003,31645.92413,35745.31193,34330.79028,37628.38178,387360.5652
179,2011,16,Asia,68272.98555,63243.27417999999,69801.97357999999,68094.76409,74158.45642,77796.84071,79517.61577,83167.85557,79917.04156,81549.55336,79350.73242,75151.80232999999,900022.8955,32830.57256,33656.15157,38965.94945,36267.554769999995,35967.57407,35501.33464,35728.214830000004,35935.68695,37648.70914,39087.89017,38034.67298,38833.41742,438457.7285
180,2012,16,Asia,78021.31023999999,69002.54987999999,77616.44254,79445.23679,83625.75315,81513.94743,86037.35697000001,83516.81731,81156.43993,86622.78145,83334.19871,76567.83597999999,966460.6704,33681.21591,36435.86387,40996.697439999996,37085.18602,37431.77655,39395.89294,35538.02768,37135.52484,37657.1848,38809.650330000004,39391.291619999996,42949.1906,456507.5026
181,2013,16,Asia,80652.47172,71998.13204,71910.80846,78966.94012999999,82547.39424,79189.48013,0.0,0.0,0.0,0.0,0.0,0.0,465265.2267,37508.10551,37523.46757,41720.042030000004,36625.9308,38926.4282,40608.13508,0.0,0.0,0.0,0.0,0.0,0.0,232912.1092
184,2007,17,CAFTA-DR,1267.730351,1464.209059,1709.4502969999999,1543.099694,1693.5699530000002,1597.524838,1645.723142,1721.3076640000002,1515.6022699999999,1640.391428,1531.778965,1412.005486,18742.39315,1680.954779,1676.272617,1810.368921,1691.6241350000003,1829.6109399999998,1765.3831100000002,1851.56555,1931.535343,1762.2748370000002,2133.712221,2113.976216,2146.673124,22393.95179
185,2008,17,CAFTA-DR,1369.9942119999998,1627.047031,1629.920025,1746.2339789999999,1647.278795,1703.0562699999998,1891.423758,1626.501324,1654.1568029999999,1680.095291,1347.666647,1428.060234,19351.43437,1964.0327530000002,2049.062014,2092.376816,2310.0279570000002,2084.717429,2209.218091,2427.86049,2353.5362010000003,2065.320858,2234.800921,1948.4237679999999,1655.497645,25394.87494
186,2009,17,CAFTA-DR,1037.935761,1258.357502,1476.305795,1323.357364,1386.673659,1626.1650769999999,1862.597977,1707.7553460000001,1774.88842,1849.30843,1778.5215039999998,1760.2820199999999,18842.14886,1495.376518,1579.505372,1656.639217,1483.140466,1626.172918,1675.3860849999999,1676.461722,1651.738716,1604.675129,1794.874811,1896.702091,1803.628075,19944.30112
187,2010,17,CAFTA-DR,1466.280101,1662.746263,2196.1306210000002,1880.094109,2023.033834,2129.378725,2060.062592,2196.033814,2216.979664,2086.767039,2026.840688,2093.633628,24037.98108,1721.5999800000002,1866.301748,2183.662188,2137.498572,2144.136382,1957.1586300000001,1910.875684,1907.9346059999998,2021.2483550000002,2183.043468,2109.754257,2112.768335,24255.98221
188,2011,17,CAFTA-DR,1817.31164,2086.328079,2506.881264,2423.992049,2447.750581,2650.294915,2488.708028,2594.806399,2570.9624059999996,2487.10639,2336.987857,2209.0200809999997,28620.14969,2298.581402,2200.153418,2708.209683,2629.74,2667.183453,2535.501392,2704.1770469999997,2539.11917,2336.008902,2500.987103,2608.008373,2367.806122,30095.47607
189,2012,17,CAFTA-DR,2186.050934,2482.773591,2824.087469,2548.7275670000004,2851.097973,2632.600918,2660.169223,2706.046167,2571.509339,2531.678383,2483.982809,2401.013795,30879.73817,2439.1955120000002,2513.477636,2765.440759,2561.196875,2511.169957,2527.9908920000003,2321.270279,2388.4041039999997,2411.6201929999997,2519.0416649999997,2356.065063,2585.6770739999997,29900.550010000003
190,2013,17,CAFTA-DR,2086.951066,2371.398452,2576.228878,2449.556224,2853.780911,2485.498486,0.0,0.0,0.0,0.0,0.0,0.0,14823.414019999998,2289.640156,2394.956421,2768.028479,2195.1518100000003,2468.3500559999998,2362.5857539999997,0.0,0.0,0.0,0.0,0.0,0.0,14478.71268
197,2007,18,Australia and Oceania,1002.6358849999999,754.054928,966.3813769999999,1022.8736650000001,1118.710603,1043.6015320000001,1115.9241539999998,1157.864402,883.4320289999999,1056.703602,952.760285,1102.303344,12177.245809999999,1766.251102,1595.523838,1919.1780489999999,1634.1569220000001,1992.903004,1832.4034789999998,1744.645343,2040.4171379999998,1943.5761730000002,1979.4629739999998,1921.6805960000002,2015.3964219999998,22385.59504
198,2008,18,Australia and Oceania,1186.526873,926.5275460000001,1006.611022,1129.509471,1248.604982,1438.6179650000001,1338.185315,1296.2547880000002,1313.2522,1128.693885,1051.154074,1132.961855,14196.899980000002,1808.395559,2072.078373,2360.704899,1862.773804,2271.204435,2297.338422,2358.789119,2283.431931,2097.822291,2248.393141,2020.0607109999999,1686.1082609999999,25367.10095
199,2009,18,Australia and Oceania,1053.214555,821.324654,965.7476849999999,923.202543,863.956603,809.406381,928.227706,790.331616,866.689501,951.7444710000001,926.839464,1020.660288,10921.34547,1575.832352,1762.057672,2070.3785420000004,1486.769762,1726.2368219999998,1784.3989149999998,1602.329448,1993.6548870000001,1920.9262350000001,2339.428725,2022.4498609999998,2131.025307,22415.488530000002
200,2010,18,Australia and Oceania,845.4456039999999,799.93737,1019.5238320000001,999.868895,1054.523015,1024.122756,1132.488435,932.35445,995.8896900000001,945.476335,1025.7701849999999,1003.577427,11778.977990000001,1821.529413,1813.1880850000002,2191.345065,2062.938693,2072.641024,2040.853684,2092.811694,2013.909859,2288.358361,2342.812789,2247.543864,2332.021563,25319.95409
201,2011,18,Australia and Oceania,923.9367599999999,834.961656,1205.8516630000001,1266.6661470000001,1236.192589,1187.542568,1210.9481449999998,1297.811187,1156.0351460000002,1075.33662,1191.886156,1278.0709669999999,13865.2396,2139.531008,2470.557299,2286.9241309999998,2308.680342,2442.284904,2572.493052,2880.740111,2747.645195,2831.112393,3423.1431840000005,2950.2060739999997,2943.766554,31997.08425
202,2012,18,Australia and Oceania,1035.451979,1020.2811220000001,1189.691061,1093.705614,1282.194219,1245.031166,1139.3391800000002,1131.945378,939.759234,1042.7908320000001,1135.569393,1191.66279,13447.42197,2816.748418,2766.756455,3157.495942,2700.530198,3136.482832,3122.8589899999997,3115.660016,3024.418771,2979.526088,2957.148678,2940.1600120000003,2866.304032,35584.090430000004
203,2013,18,Australia and Oceania,1163.813138,927.043498,1123.760652,1283.255629,1180.2642050000002,1087.737785,0.0,0.0,0.0,0.0,0.0,0.0,6765.874906999999,2273.900055,2221.35165,2536.815939,2295.54794,2540.523138,2839.075509,0.0,0.0,0.0,0.0,0.0,0.0,14707.214230000001
210,2007,19,Sub Saharan Africa,4987.846896,4065.9553060000003,5535.442264,5116.540101,5552.3663289999995,5411.262046,5346.358935,5943.770753,5651.7221469999995,6060.642349000001,6790.066759,6895.8569609999995,67357.83085,914.3911029999999,1112.2499970000001,1391.921973,1012.331907,1031.321271,1160.5788890000001,1213.171051,1301.694277,1363.990286,1325.514917,1233.634303,1235.323412,14296.12339
211,2008,19,Sub Saharan Africa,7679.778042,6288.116679,7458.747129,7982.178894,7564.241677,9413.709795,9879.046867000001,8788.231617,6073.224632,6730.181987000001,4037.7362479999997,4157.494046,86052.68761000001,1209.86985,1424.514962,1250.457309,1419.371979,1422.089531,1462.766716,1745.9711329999998,2118.768228,1413.005375,1868.542888,1595.9879779999999,1540.550273,18471.89622
212,2009,19,Sub Saharan Africa,2905.395979,2628.576141,3365.5687380000004,2955.450992,3148.531982,3776.8426560000003,4213.555985,4105.271486,4886.413374000001,4388.816731,5112.285846,5413.935572,46900.64548,1314.899282,1197.725764,1149.4236310000001,1263.9547699999998,1022.841407,1292.8972390000001,1284.949578,1415.290145,1232.252311,1325.817464,1290.330439,1364.687423,15155.06945
213,2010,19,Sub Saharan Africa,4882.2,4293.1,6195.7,5827.9,5483.6,5205.6,5563.0,6125.7,6227.2,5027.6,4481.8,5712.5,65025.9,991.8,1117.8,1625.1,1249.2,1485.4,1230.5,1365.5,1711.5,1528.2,1513.1,1566.9,1724.9,17109.9
214,2011,19,Sub Saharan Africa,6289.1,5513.5,6070.4,6036.8,6411.7,7066.2,7221.0,7089.9,6027.9,5559.6,5973.6,5062.3,74322.0,1489.1,1801.9,1713.0,1939.7,1702.3,1687.8,1895.5,1694.8,1777.0,1853.2,1622.2,1965.3,21141.8
215,2012,19,Sub Saharan Africa,5084.5,3338.2,3996.1,4583.2,4704.6,4851.7,3577.0,3729.9,4280.3,4875.5,3634.7,2969.5,49625.2,1503.9,1541.8,1968.9,1864.8,2106.1,1755.5,1725.1,1860.1,2386.2,2076.6,1895.2,1820.9,22505.1
216,2013,19,Sub Saharan Africa,3877.1419090000004,2907.332707,3300.702094,3394.892125,4073.1816479999998,4094.5888670000004,0.0,0.0,0.0,0.0,0.0,0.0,21647.83935,1580.5553,2207.7274350000002,2615.336362,1617.051772,1833.5221980000001,1908.223249,0.0,0.0,0.0,0.0,0.0,0.0,11762.41632
223,2007,1010,Greenland,0.712608,1.435193,0.668616,0.522243,0.14713199999999999,0.7600600000000001,1.7208330000000003,0.937494,1.219596,0.853509,0.14266099999999998,0.8071470000000001,9.927092,0.319255,0.18671300000000002,0.079493,0.17865599999999998,0.756912,0.656146,0.31232600000000005,0.23979299999999998,0.547636,0.511095,0.277441,0.353218,4.418684
224,2008,1010,Greenland,0.672744,0.42291000000000006,0.299318,0.005951,0.597364,0.129998,0.456095,0.376189,1.265308,0.212846,1.092606,0.573569,6.104898,0.944011,1.8431799999999998,2.272959,0.868324,1.319316,3.176454,0.941609,0.543271,20.032981,1.886122,0.621304,0.442717,34.892247999999995
225,2009,1010,Greenland,0.13153,1.153637,2.3149,0.505051,0.148083,0.910063,0.907222,0.199183,0.335452,0.729263,0.208558,0.020575,7.563517,0.88859,0.266289,1.114125,0.644271,0.9503370000000001,0.73595,0.193449,0.48870600000000003,0.639506,0.409896,0.520827,0.220873,7.072819
226,2010,1010,Greenland,0.32436,0.505713,0.795702,0.332034,0.39109099999999997,1.010527,1.280147,0.6174310000000001,0.583861,0.9464030000000001,0.797528,0.709129,8.293925999999999,0.215325,1.3360670000000001,0.518806,1.057409,0.49842200000000003,0.4515,0.366314,1.8522040000000002,0.708043,0.308613,1.029966,0.23484699999999997,8.577516000000001
227,2011,1010,Greenland,0.954153,0.476918,1.0850520000000001,0.031245,0.286576,0.719066,0.588067,0.5421279999999999,0.734893,1.003893,0.777015,0.287168,7.486174,0.21883699999999998,0.530154,0.935974,0.384272,0.286964,0.6430859999999999,1.8181770000000002,0.433874,0.608088,0.612973,0.52559,0.304176,7.302165
228,2012,1010,Greenland,0.268403,0.558854,0.571442,0.44598699999999997,0.3,0.522159,0.160624,0.245498,1.137887,0.963052,0.658473,0.9214870000000001,6.753866,0.41479099999999997,0.332964,10.506581,0.334474,0.31971900000000003,0.29184299999999996,1.275001,0.670981,0.458604,0.489226,0.279834,0.48277200000000003,15.85679
229,2013,1010,Greenland,0.0017989999999999998,1.7165400000000002,0.990708,0.201523,0.523924,1.197582,0.0,0.0,0.0,0.0,0.0,0.0,4.6320760000000005,0.23344600000000001,0.202317,10.392677,0.38511799999999996,1.532174,0.736003,0.0,0.0,0.0,0.0,0.0,0.0,13.481735
236,2007,1220,Canada,25114.80099,23678.81066,27237.59185,26083.91692,26920.072180000003,27837.403189999997,24609.57909,26902.75092,26390.72425,28714.35781,28010.528619999997,25556.22614,317056.7626,17803.55524,18334.47823,22006.797580000002,20219.83466,21792.55775,21767.48081,18771.96771,21378.95785,21054.95267,23299.68955,22652.10372,19805.7688,248888.1446
237,2008,1220,Canada,27359.07973,27499.00225,29968.019969999998,31232.599739999998,30270.77844,31285.34026,32208.397119999998,29994.42253,29653.56966,27707.276789999996,22602.90802,19710.03087,339491.4254,20485.585180000002,21255.83661,22978.23315,23463.78715,24386.503780000003,23741.36534,22325.36872,22075.57601,22294.24448,22058.748919999998,19172.3807,16912.2035,261149.8335
238,2009,1220,Canada,17552.98778,17262.05992,17894.88733,17211.15646,16398.79706,18549.45556,18763.3584,19230.28109,19912.68216,21229.22711,20395.45895,21848.097169999997,226248.449,14733.581580000002,15507.576219999999,16924.44572,16151.08737,16090.388069999999,16817.07601,16453.50377,17638.75065,18392.134830000003,18830.72088,18586.12754,18532.56258,204657.9552
239,2010,1220,Canada,21653.836330000002,21233.21144,24316.311419999998,23656.97505,23658.13204,24693.61604,21299.574780000003,23457.0031,23041.41381,23444.45083,22909.19137,24273.01677,277636.733,17238.67323,18545.025859999998,22189.19489,20970.19565,21371.31336,22275.22279,19643.939919999997,21214.16719,21834.579869999998,22205.151840000002,21101.2701,20667.72461,249256.4593
240,2011,1220,Canada,24793.269180000003,23215.45659,28305.66539,25936.390369999997,26965.37387,26857.58859,25446.47367,27147.18122,27235.399889999997,26728.535190000002,26177.06282,26558.14707,315366.5439,20650.57231,20507.860480000003,25698.47639,23868.76153,24479.8048,24297.67185,22250.22307,24982.56508,23959.30835,24578.94093,23299.42293,22717.91652,281291.5242
241,2012,1220,Canada,26779.07516,26275.60962,29150.835,27765.947710000004,27579.07594,27307.76329,24940.64574,26997.29333,26014.6796,27621.52673,27724.45222,25779.55019,323936.4545,22067.00377,23499.461040000002,26409.529430000002,24486.017190000002,25903.12546,25844.772780000003,22765.74996,24825.93435,24138.019640000002,25673.14559,24672.31698,22254.612540000002,292539.6887
242,2013,1220,Canada,27963.36622,25732.93666,28298.982010000003,28590.52452,28343.145289999997,27143.478010000003,0.0,0.0,0.0,0.0,0.0,0.0,166072.4327,23142.80429,23210.03455,25990.89799,26245.0061,26476.69658,25532.29526,0.0,0.0,0.0,0.0,0.0,0.0,150597.7348
249,2007,1610,St Pierre and Miquelon,0.0,0.0,0.069492,0.0,0.35781599999999997,0.214297,0.27612800000000004,0.372557,0.0011970000000000001,0.22353699999999999,0.064233,0.0,1.579257,0.0,0.0,0.07009299999999999,0.00647,0.012,0.001108,0.0,0.003935,0.060363,0.023393,0.042501,0.0016899999999999999,0.22155300000000003
250,2008,1610,St Pierre and Miquelon,0.062266999999999996,0.0,0.0,0.0,0.0,0.432813,0.35777,0.113785,0.000362,0.0,0.072649,0.0,1.0396459999999998,0.0,0.0,0.025171000000000002,0.016288,0.028031,0.178819,0.026676,0.06041799999999999,0.023958,0.004413,0.012727,0.024294,0.40079499999999996
251,2009,1610,St Pierre and Miquelon,0.0,0.045242000000000004,0.0,0.058178999999999995,0.265992,0.257249,0.168427,0.00054,0.0,0.0,0.0,0.0,0.795629,0.03172,0.002731,0.030976,0.022057,0.029225,0.002597,0.0,0.0,0.0,0.0,0.0,0.015827,0.135133
